ImageId,Label
1219,6
1220,3
1221,0
1222,0
1223,0
1224,6
1225,3
1226,7
1227,7
1228,4
1229,4
1230,6
1231,9
1232,3
1233,0
1234,4
1235,9
1236,1
1237,4
1238,1
1239,1
1240,9
1241,1
1242,4
1243,7
1244,1
1245,4
1246,7
1247,1
1248,4
1249,0
1250,1
1251,3
1252,6
1253,0
1254,6
1255,6
1256,6
1257,7
1258,6
1259,4
1260,3
1261,1
1262,4
1263,4
1264,1
1265,0
1266,3
1267,4
1268,2
1269,3
1270,1
1271,1
1272,0
1273,1
1274,6
1275,0
1276,4
1277,0
1278,1
1279,7
1280,6
1281,1
1282,1
1283,7
1284,0
1285,7
1286,1
1287,0
1288,3
1289,1
1290,1
1291,4
1292,6
1293,4
1294,6
1295,6
1296,9
1297,6
1298,6
1299,3
1300,4
1301,0
1302,6
1303,1
1304,1
1305,4
1306,0
1307,7
1308,3
1309,0
1310,4
1311,6
1312,7
1313,7
1314,0
1315,9
1316,6
1317,3
1318,4
1319,7
1320,5
1321,9
1322,3
1323,4
1324,1
1325,1
1326,0
1327,9
1328,6
1329,3
1330,1
1331,3
1332,6
1333,3
1334,1
1335,4
1336,1
1337,4
1338,6
1339,6
1340,3
1341,6
1342,7
1343,1
1344,8
1345,3
1346,0
1347,7
1348,6
1349,1
1350,1
1351,3
1352,6
1353,7
1354,6
1355,3
1356,3
1357,1
1358,7
1359,1
1360,0
1361,7
1362,2
1363,7
1364,2
1365,3
1366,4
1367,2
1368,6
1369,2
1370,1
1371,6
1372,7
1373,6
1374,1
1375,1
1376,0
1377,3
1378,0
1379,4
1380,1
1381,7
1382,4
1383,0
1384,7
1385,7
1386,4
1387,4
1388,7
1389,3
1390,7
1391,1
1392,4
1393,3
1394,7
1395,4
1396,4
1397,9
1398,2
1399,7
1400,4
1401,1
1402,3
1403,5
1404,2
1405,1
1406,0
1407,7
1408,3
1409,3
1410,4
1411,9
1412,2
1413,6
1414,1
1415,1
1416,6
1417,9
1418,1
1419,1
1420,7
1421,4
1422,2
1423,0
1424,6
1425,1
1426,1
1427,7
1428,0
1429,3
1430,3
1431,4
1432,7
1433,1
1434,4
1435,6
1436,0
1437,9
1438,4
1439,7
1440,7
1441,6
1442,2
1443,2
1444,4
1445,6
1446,2
1447,0
1448,1
1449,4
1450,0
1451,1
1452,8
1453,1
1454,0
1455,4
1456,0
1457,7
1458,7
1459,0
1460,8
1461,1
1462,6
1463,6
1464,6
1465,3
1466,6
1467,8
1468,1
1469,3
1470,3
1471,1
1472,6
1473,3
1474,7
1475,9
1476,3
1477,3
1478,9
1479,6
1480,8
1481,0
1482,7
1483,6
1484,4
1485,4
1486,0
1487,7
1488,4
1489,9
1490,6
1491,7
1492,3
1493,3
1494,9
1495,0
1496,0
1497,1
1498,6
1499,0
1500,3
1501,0
1502,1
1503,8
1504,6
1505,1
1506,4
1507,0
1508,1
1509,0
1510,0
1511,7
1512,1
1513,6
1514,4
1515,9
1516,1
1517,1
1518,7
1519,7
1520,7
1521,0
1522,4
1523,7
1524,1
1525,1
1526,3
1527,3
1528,3
1529,2
1530,5
1531,1
1532,1
1533,0
1534,6
1535,0
1536,1
1537,0
1538,1
1539,0
1540,0
1541,7
1542,1
1543,3
1544,0
1545,6
1546,9
1547,4
1548,7
1549,4
1550,1
1551,6
1552,6
1553,1
1554,9
1555,2
1556,7
1557,4
1558,3
1559,4
1560,0
1561,2
1562,7
1563,4
1564,9
1565,5
1566,0
1567,1
1568,7
1569,9
1570,6
1571,3
1572,0
1573,6
1574,7
1575,7
1576,1
1577,6
1578,1
1579,7
1580,2
1581,8
1582,0
1583,8
1584,1
1585,4
1586,6
1587,3
1588,4
1589,0
1590,2
1591,3
1592,6
1593,2
1594,6
1595,2
1596,9
1597,1
1598,2
1599,2
1600,3
1601,0
1602,7
1603,7
1604,3
1605,3
1606,0
1607,3
1608,3
1609,1
1610,1
1611,6
1612,4
1613,3
1614,3
1615,1
1616,9
1617,6
1618,0
1619,1
1620,1
1621,3
1622,6
1623,1
1624,1
1625,4
1626,4
1627,9
1628,6
1629,6
1630,1
1631,3
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,1
1639,8
1640,3
1641,3
1642,7
1643,7
1644,1
1645,1
1646,2
1647,6
1648,1
1649,0
1650,0
1651,6
1652,7
1653,7
1654,1
1655,3
1656,9
1657,6
1658,3
1659,4
1660,3
1661,1
1662,3
1663,6
1664,1
1665,1
1666,3
1667,6
1668,6
1669,4
1670,6
1671,3
1672,3
1673,4
1674,0
1675,9
1676,3
1677,6
1678,0
1679,1
1680,1
1681,3
1682,3
1683,6
1684,6
1685,3
1686,6
1687,1
1688,3
1689,3
1690,7
1691,1
1692,6
1693,6
1694,6
1695,1
1696,7
1697,4
1698,0
1699,4
1700,3
1701,2
1702,5
1703,0
1704,7
1705,1
1706,3
1707,2
1708,1
1709,0
1710,7
1711,7
1712,1
1713,4
1714,4
1715,4
1716,9
1717,7
1718,0
1719,2
1720,1
1721,6
1722,3
1723,3
1724,0
1725,4
1726,9
1727,1
1728,6
1729,6
1730,9
1731,3
1732,4
1733,1
1734,9
1735,0
1736,0
1737,3
1738,3
1739,1
1740,0
1741,0
1742,4
1743,2
1744,4
1745,4
1746,4
1747,1
1748,0
1749,0
1750,6
1751,7
1752,1
1753,6
1754,4
1755,3
1756,7
1757,0
1758,3
1759,3
1760,0
1761,3
1762,6
1763,7
1764,9
1765,1
1766,3
1767,4
1768,4
1769,3
1770,1
1771,7
1772,3
1773,3
1774,7
1775,3
1776,3
1777,6
1778,2
1779,7
1780,9
1781,3
1782,6
1783,7
1784,0
1785,6
1786,6
1787,3
1788,3
1789,2
1790,2
1791,4
1792,1
1793,9
1794,6
1795,9
1796,3
1797,0
1798,6
1799,0
1800,9
1801,0
1802,0
1803,0
1804,0
1805,6
1806,6
1807,4
1808,6
1809,6
1810,7
1811,0
1812,6
1813,0
1814,0
1815,1
1816,4
1817,5
1818,6
1819,0
1820,2
1821,7
1822,6
1823,1
1824,6
1825,7
1826,7
1827,3
1828,0
1829,7
1830,7
1831,4
1832,6
1833,1
1834,0
1835,1
1836,0
1837,0
1838,7
1839,0
1840,6
1841,3
1842,2
1843,4
1844,6
1845,0
1846,1
1847,7
1848,1
1849,6
1850,3
1851,6
1852,3
1853,3
1854,7
1855,7
1856,4
1857,2
1858,6
1859,6
1860,7
1861,3
1862,1
1863,6
1864,7
1865,1
1866,3
1867,1
1868,7
1869,2
1870,1
1871,6
1872,6
1873,3
1874,6
1875,2
1876,0
1877,3
1878,1
1879,2
1880,7
1881,4
1882,7
1883,7
1884,3
1885,0
1886,1
1887,8
1888,1
1889,1
1890,6
1891,9
1892,9
1893,6
1894,0
1895,0
1896,1
1897,1
1898,0
1899,6
1900,4
1901,6
1902,0
1903,0
1904,1
1905,7
1906,9
1907,3
1908,6
1909,1
1910,7
1911,1
1912,5
1913,0
1914,9
1915,1
1916,7
1917,3
1918,0
1919,0
1920,4
1921,0
1922,6
1923,1
1924,3
1925,7
1926,2
1927,1
1928,4
1929,4
1930,4
1931,6
1932,6
1933,6
1934,3
1935,6
1936,1
1937,1
1938,6
1939,9
1940,3
1941,4
1942,7
1943,0
1944,4
1945,6
1946,3
1947,3
1948,6
1949,6
1950,0
1951,7
1952,6
1953,5
1954,1
1955,7
1956,7
1957,0
1958,0
1959,3
1960,1
1961,6
1962,3
1963,6
1964,1
1965,3
1966,6
1967,1
1968,9
1969,2
1970,0
1971,0
1972,4
1973,5
1974,4
1975,8
1976,7
1977,0
1978,9
1979,3
1980,0
1981,9
1982,4
1983,6
1984,4
1985,0
1986,1
1987,0
1988,1
1989,7
1990,6
1991,1
1992,3
1993,7
1994,2
1995,6
1996,3
1997,0
1998,0
1999,2
2000,7
2001,2
2002,6
2003,1
2004,6
2005,0
2006,3
2007,5
2008,4
2009,7
2010,1
2011,7
2012,9
2013,1
2014,6
2015,6
2016,7
2017,0
2018,8
2019,9
2020,7
2021,0
2022,9
2023,4
2024,6
2025,2
2026,4
2027,0
2028,3
2029,2
2030,9
2031,6
2032,6
2033,3
2034,6
2035,0
2036,0
2037,6
2038,7
2039,2
2040,5
2041,7
2042,1
2043,3
2044,4
2045,4
2046,3
2047,3
2048,0
2049,3
2050,6
2051,0
2052,4
2053,4
2054,4
2055,3
2056,8
2057,1
2058,3
2059,3
2060,6
2061,4
2062,0
2063,7
2064,0
2065,7
2066,7
2067,1
2068,9
2069,1
2070,1
2071,4
2072,4
2073,6
2074,4
2075,6
2076,1
2077,9
2078,0
2079,0
2080,3
2081,3
2082,1
2083,6
2084,3
2085,3
2086,2
2087,0
2088,7
2089,0
2090,0
2091,4
2092,3
2093,3
2094,2
2095,1
2096,6
2097,2
2098,3
2099,4
2100,3
2101,7
2102,7
2103,7
2104,3
2105,6
2106,6
2107,1
2108,3
2109,3
2110,0
2111,2
2112,9
2113,1
2114,1
2115,6
2116,4
2117,0
2118,6
2119,4
2120,1
2121,7
2122,2
2123,0
2124,7
2125,1
2126,3
2127,3
2128,0
2129,6
2130,6
2131,8
2132,4
2133,4
2134,4
2135,1
2136,6
2137,3
2138,1
2139,4
2140,6
2141,6
2142,1
2143,4
2144,3
2145,7
2146,0
2147,6
2148,1
2149,1
2150,6
2151,7
2152,0
2153,3
2154,6
2155,4
2156,0
2157,7
2158,3
2159,0
2160,1
2161,9
2162,1
2163,6
2164,7
2165,3
2166,3
2167,6
2168,1
2169,6
2170,1
2171,1
2172,0
2173,2
2174,0
2175,9
2176,9
2177,0
2178,3
2179,7
2180,9
2181,4
2182,6
2183,0
2184,4
2185,6
2186,3
2187,7
2188,1
2189,7
2190,7
2191,7
2192,9
2193,6
2194,7
2195,4
2196,3
2197,0
2198,7
2199,7
2200,3
2201,1
2202,9
2203,3
2204,6
2205,2
2206,0
2207,4
2208,6
2209,4
2210,4
2211,0
2212,7
2213,3
2214,1
2215,2
2216,6
2217,9
2218,3
2219,7
2220,4
2221,1
2222,5
2223,4
2224,4
2225,0
2226,1
2227,4
2228,3
2229,1
2230,1
2231,4
2232,2
2233,8
2234,1
2235,1
2236,7
2237,7
2238,4
2239,5
2240,0
2241,5
2242,9
2243,3
2244,2
2245,9
2246,4
2247,6
2248,3
2249,3
2250,3
2251,4
2252,0
2253,3
2254,6
2255,4
2256,1
2257,6
2258,3
2259,0
2260,0
2261,0
2262,7
2263,0
2264,0
2265,1
2266,2
2267,0
2268,4
2269,3
2270,0
2271,1
2272,1
2273,3
2274,4
2275,5
2276,7
2277,6
2278,6
2279,2
2280,7
2281,9
2282,0
2283,6
2284,2
2285,6
2286,0
2287,6
2288,3
2289,7
2290,6
2291,5
2292,4
2293,3
2294,1
2295,4
2296,3
2297,4
2298,3
2299,0
2300,7
2301,1
2302,4
2303,0
2304,6
2305,4
2306,5
2307,3
2308,3
2309,1
2310,6
2311,9
2312,7
2313,9
2314,7
2315,0
2316,1
2317,1
2318,7
2319,3
2320,2
2321,6
2322,4
2323,8
2324,5
2325,9
2326,3
2327,4
2328,5
2329,3
2330,0
2331,1
2332,2
2333,5
2334,9
2335,3
2336,7
2337,6
2338,3
2339,9
2340,9
2341,4
2342,6
2343,7
2344,3
2345,6
2346,4
2347,6
2348,6
2349,6
2350,0
2351,9
2352,4
2353,9
2354,7
2355,6
2356,1
2357,3
2358,2
2359,2
2360,4
2361,0
2362,5
2363,6
2364,4
2365,2
2366,7
2367,0
2368,4
2369,0
2370,3
2371,6
2372,3
2373,2
2374,1
2375,1
2376,1
2377,6
2378,7
2379,6
2380,7
2381,5
2382,3
2383,6
2384,6
2385,9
2386,1
2387,3
2388,7
2389,0
2390,8
2391,1
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,3
2400,1
2401,4
2402,3
2403,6
2404,1
2405,7
2406,0
2407,1
2408,0
2409,7
2410,9
2411,9
2412,0
2413,1
2414,4
2415,0
2416,9
2417,9
2418,4
2419,2
2420,0
2421,6
2422,4
2423,0
2424,0
2425,1
2426,9
2427,4
2428,8
2429,7
2430,2
2431,0
2432,0
2433,0
2434,8
2435,2
2436,6
2437,3
2438,9
2439,0
2440,1
2441,1
2442,0
2443,7
2444,7
2445,2
2446,2
2447,2
2448,4
2449,4
2450,1
2451,0
2452,3
2453,2
2454,0
2455,0
2456,6
2457,4
2458,1
2459,9
2460,2
2461,7
2462,0
2463,3
2464,3
2465,7
2466,1
2467,0
2468,2
2469,3
2470,7
2471,7
2472,3
2473,1
2474,9
2475,0
2476,3
2477,2
2478,4
2479,0
2480,2
2481,1
2482,3
2483,9
2484,7
2485,1
2486,4
2487,1
2488,9
2489,9
2490,6
2491,1
2492,6
2493,6
2494,6
2495,1
2496,0
2497,4
2498,1
2499,1
2500,4
2501,3
2502,7
2503,6
2504,4
2505,1
2506,6
2507,3
2508,6
2509,1
2510,0
2511,0
2512,3
2513,1
2514,0
2515,2
2516,9
2517,6
2518,6
2519,0
2520,3
2521,6
2522,2
2523,0
2524,0
2525,2
2526,3
2527,3
2528,3
2529,0
2530,2
2531,6
2532,4
2533,1
2534,4
2535,4
2536,2
2537,4
2538,0
2539,6
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,5
2547,0
2548,6
2549,7
2550,7
2551,3
2552,6
2553,0
2554,7
2555,3
2556,6
2557,7
2558,2
2559,6
2560,9
2561,4
2562,0
2563,7
2564,1
2565,8
2566,3
2567,0
2568,4
2569,4
2570,4
2571,4
2572,1
2573,6
2574,4
2575,1
2576,0
2577,3
2578,3
2579,0
2580,1
2581,1
2582,7
2583,3
2584,3
2585,7
2586,7
2587,3
2588,9
2589,6
2590,2
2591,4
2592,7
2593,3
2594,1
2595,0
2596,6
2597,3
2598,0
2599,4
2600,0
2601,6
2602,9
2603,2
2604,3
2605,6
2606,3
2607,0
2608,1
2609,6
2610,7
2611,7
2612,6
2613,4
2614,6
2615,1
2616,7
2617,6
2618,1
2619,3
2620,2
2621,3
2622,3
2623,1
2624,6
2625,4
2626,1
2627,9
2628,4
2629,6
2630,6
2631,6
2632,4
2633,6
2634,4
2635,4
2636,6
2637,4
2638,2
2639,3
2640,6
2641,1
2642,6
2643,3
2644,2
2645,7
2646,2
2647,3
2648,6
2649,7
2650,6
2651,1
2652,0
2653,1
2654,7
2655,0
2656,7
2657,4
2658,9
2659,0
2660,9
2661,4
2662,9
2663,3
2664,3
2665,6
2666,7
2667,4
2668,3
2669,7
2670,0
2671,2
2672,1
2673,6
2674,1
2675,4
2676,3
2677,4
2678,6
2679,3
2680,6
2681,6
2682,0
2683,4
2684,6
2685,7
2686,9
2687,1
2688,6
2689,3
2690,3
2691,3
2692,5
2693,4
2694,0
2695,7
2696,0
2697,1
2698,4
2699,9
2700,7
2701,7
2702,3
2703,3
2704,0
2705,3
2706,1
2707,7
2708,2
2709,6
2710,7
2711,7
2712,1
2713,0
2714,0
2715,1
2716,6
2717,8
2718,2
2719,6
2720,7
2721,3
2722,7
2723,6
2724,7
2725,7
2726,6
2727,3
2728,0
2729,1
2730,8
2731,6
2732,4
2733,7
2734,2
2735,1
2736,6
2737,9
2738,3
2739,6
2740,1
2741,4
2742,7
2743,3
2744,7
2745,4
2746,3
2747,0
2748,6
2749,0
2750,8
2751,4
2752,3
2753,1
2754,9
2755,6
2756,3
2757,0
2758,0
2759,2
2760,3
2761,9
2762,1
2763,1
2764,1
2765,7
2766,1
2767,7
2768,3
2769,3
2770,1
2771,0
2772,4
2773,7
2774,4
2775,0
2776,7
2777,2
2778,0
2779,6
2780,1
2781,2
2782,1
2783,1
2784,3
2785,2
2786,3
2787,6
2788,1
2789,7
2790,9
2791,7
2792,9
2793,7
2794,0
2795,1
2796,3
2797,6
2798,0
2799,7
2800,2
2801,4
2802,4
2803,4
2804,0
2805,1
2806,3
2807,0
2808,0
2809,6
2810,4
2811,1
2812,1
2813,7
2814,2
2815,9
2816,3
2817,1
2818,6
2819,1
2820,1
2821,4
2822,1
2823,0
2824,1
2825,2
2826,4
2827,6
2828,1
2829,1
2830,1
2831,1
2832,3
2833,5
2834,3
2835,0
2836,6
2837,7
2838,1
2839,7
2840,6
2841,0
2842,6
2843,1
2844,1
2845,6
2846,8
2847,2
2848,1
2849,7
2850,4
2851,4
2852,1
2853,7
2854,1
2855,0
2856,6
2857,4
2858,6
2859,5
2860,5
2861,3
2862,4
2863,6
2864,1
2865,1
2866,6
2867,0
2868,3
2869,1
2870,3
2871,1
2872,6
2873,4
2874,3
2875,9
2876,0
2877,4
2878,0
2879,3
2880,1
2881,4
2882,9
2883,2
2884,1
2885,7
2886,0
2887,9
2888,3
2889,3
2890,8
2891,1
2892,6
2893,0
2894,2
2895,7
2896,9
2897,3
2898,6
2899,1
2900,3
2901,1
2902,3
2903,1
2904,1
2905,2
2906,0
2907,0
2908,7
2909,7
2910,3
2911,1
2912,6
2913,0
2914,5
2915,7
2916,9
2917,1
2918,6
2919,3
2920,2
2921,2
2922,3
2923,9
2924,7
2925,4
2926,2
2927,4
2928,7
2929,2
2930,7
2931,1
2932,7
2933,7
2934,0
2935,7
2936,3
2937,7
2938,3
2939,6
2940,6
2941,1
2942,9
2943,7
2944,9
2945,7
2946,3
2947,7
2948,9
2949,4
2950,7
2951,4
2952,6
2953,0
2954,4
2955,5
2956,0
2957,7
2958,6
2959,1
2960,6
2961,0
2962,2
2963,9
2964,2
2965,7
2966,6
2967,9
2968,2
2969,4
2970,2
2971,3
2972,2
2973,9
2974,7
2975,9
2976,0
2977,1
2978,1
2979,1
2980,9
2981,0
2982,4
2983,1
2984,7
2985,0
2986,7
2987,7
2988,2
2989,7
2990,3
2991,6
2992,1
2993,5
2994,7
2995,1
2996,4
